Code enseig.,Activité,Jour,Heure début,Heure fin,Semaine,Type créneau,Lib. créneau
LA92,TD,Mardi,08:00,10:00,,D,2
LA92,TD,Mercredi,08:00,10:00,,D,3
LA92,TD,Mercredi,14:15,16:15,,D,4
LA92,TD,Jeudi,08:00,10:00,,T,1
LA92,TD,Jeudi,08:00,10:00,,T,2
LA92,TD,Vendredi,08:00,10:00,,T,3
LA92,TD,Vendredi,14:15,16:15,,T,4
LA93,TD,Mercredi,10:15,12:15,,D,1
LA93,TD,Mercredi,14:15,16:15,,D,2
LA93,TD,Mercredi,16:30,18:30,,D,3
LA93,TD,Jeudi,10:15,12:15,,D,4
LA93,TD,Mardi,13:00,14:00,,T,1
LA93,TD,Jeudi,18:45,19:45,,T,2
LA93,TD,Vendredi,10:15,11:15,,T,3
LA93,TD,Vendredi,11:15,12:15,,T,4
LA94,TD,Mardi,10:15,12:15,,D,
LA95,TD,Vendredi,09:00,10:00,,D,
LB24,TD,Mercredi,10:15,12:15,,D,
LB24,TD,Mardi,13:00,14:00,,T,
LC14,Cours,Mardi,13:00,14:00,,C,
LC14,TD,Lundi,08:00,10:00,,D,1
LC14,TD,Vendredi,14:15,16:15,,D,10
LC14,TD,Lundi,10:15,12:15,,D,2
LC14,TD,Mardi,10:15,12:15,,D,3
LC14,TD,Mardi,10:15,12:15,,D,4
LC14,TD,Mardi,14:15,16:15,,D,5
LC14,TD,Mercredi,10:15,12:15,,D,6
LC14,TD,Jeudi,10:15,12:15,,D,7
LC14,TD,Jeudi,14:15,16:15,,D,8
LC14,TD,Vendredi,10:15,12:15,,D,9
LC72,TD,Vendredi,10:15,12:15,,D,1
LC72,TD,Vendredi,14:15,16:15,,D,2
LC73,TD,Vendredi,10:15,12:15,,D,1
LC73,TD,Vendredi,14:15,16:15,,D,2
LC74,TD,Vendredi,08:00,10:00,,D,
LD14,TD,Lundi,10:15,12:15,,D,1
LD14,TD,Mardi,10:15,12:15,,D,2
LD14,TD,Mardi,14:15,16:15,,D,3
LD14,TD,Mardi,16:30,18:30,,D,4
LD14,TP,Jeudi,13:00,14:00,,T,1
LD14,TP,Jeudi,13:00,14:00,,T,2
LG30,TD,Mardi,08:00,10:00,,D,1
LG30,TD,Mardi,10:15,12:15,,D,2
LG31,TD,Mardi,10:15,12:15,,D,
LG32,TD,Mardi,14:15,16:15,,D,
LG33,TD,Mardi,16:30,18:30,,D,
LG40,TD,Mercredi,08:00,10:00,,D,1
LG40,TD,Mercredi,14:15,16:15,,D,2
LG41,TD,Mercredi,10:15,12:15,,D,
LG42,TD,Mercredi,14:15,16:15,,D,
LG50,TD,Mercredi,14:15,16:15,,D,1
LG50,TD,Vendredi,10:15,12:15,,D,2
LG50,TD,Vendredi,14:15,16:15,,D,3
LG51,TD,Lundi,14:15,16:15,,D,1
LG51,TD,Mercredi,10:15,12:15,,D,2
LG52,TD,Mercredi,14:15,16:15,,D,
LG53,TD,Mardi,14:15,16:15,,D,
LG60,TD,Lundi,08:00,10:00,,D,1
LG60,TD,Lundi,10:15,12:15,,D,2
LG61,TD,Lundi,14:15,16:15,,D,1
LG61,TD,Lundi,16:30,18:30,,D,2
LG62,TD,Lundi,10:15,12:15,,D,
LG63,TD,Lundi,14:15,16:15,,D,
LH12,TD,Lundi,10:15,12:15,,D,1
LH12,TD,Lundi,16:30,18:30,,D,2
LH13,TD,Lundi,08:00,10:00,,D,1
LH13,TD,Lundi,10:15,12:15,,D,2
LH13,TD,Lundi,10:15,12:15,,D,3
LH14,TD,Jeudi,14:15,16:15,,D,1
LH14,TD,Jeudi,16:30,18:30,,D,2
LH15,Cours,Jeudi,13:00,14:00,,C,
LH15,TD,Lundi,10:15,12:15,,D,1
LH15,TD,Lundi,14:15,16:15,,D,2
LH16,TD,Lundi,10:15,12:15,,D,1
LH16,TD,Lundi,14:15,16:15,,D,2
LH17,Cours,Mardi,13:00,14:00,,C,
LH17,TD,Lundi,10:15,12:15,,D,1
LH17,TD,Lundi,16:30,18:30,,D,2
LH20,TD,Lundi,08:00,10:00,,D,
LH20,TD,Lundi,13:00,14:00,,T,
LH21,TD,Mardi,10:15,12:15,,D,
LH21,TD,Mardi,13:00,14:00,,T,
LO21,Cours,Vendredi,08:00,10:00,,C,
LO21,TD,Lundi,08:00,12:00,,D,1
LO21,TD,Mercredi,14:30,18:30,,D,2
LO21,TD,Vendredi,14:30,18:30,,D,3
LO23,Cours,Mardi,08:00,10:00,,C,
LO23,TD,Mercredi,10:15,13:15,,D,
MC02,Cours,Lundi,10:15,12:15,,C,
MC02,TD,Mercredi,10:15,12:15,,D,
MC02,TP,Vendredi,08:00,12:00,A,T,1
MC02,TP,Vendredi,08:00,12:00,B,T,1
MC02,TP,Mardi,08:00,12:00,,T,2
MC06,Cours,Lundi,14:15,16:15,,C,
MC06,TD,Mercredi,08:00,10:00,,D,
MC06,TP,Vendredi,14:30,18:30,A,T,
MC06,TP,Vendredi,14:30,18:30,B,T,
MI01,Cours,Mercredi,10:15,12:15,,C,
MI01,TD,Jeudi,08:00,10:00,,D,1
MI01,TD,Jeudi,10:15,12:15,,D,2
MI01,TD,Jeudi,14:15,16:15,,D,3
MI01,TP,Lundi,10:15,12:15,,T,1
MI01,TP,Mardi,08:00,10:00,,T,2
MI01,TP,Mercredi,14:15,16:15,,T,3
MI01,TP,Vendredi,14:15,16:15,,T,4
MI12,Cours,Vendredi,16:30,18:00,,C,
MI12,TD,Vendredi,08:00,12:00,,D,
ML01,Cours,Jeudi,14:15,16:15,,C,
ML01,TD,Lundi,08:00,10:00,,D,1
ML01,TD,Lundi,10:15,12:15,,D,2
ML01,TD,Mercredi,08:00,10:00,,D,3
ML01,TD,Mercredi,14:15,16:15,,D,4
ML01,TD,Jeudi,16:30,18:30,,D,5
MP03,Cours,Jeudi,10:15,12:15,,C,
MP03,TD,Vendredi,16:30,18:30,,D,
MQ01,Cours,Mercredi,16:30,18:30,,C,
MQ01,TD,Lundi,08:00,10:00,,D,1
MQ01,TD,Lundi,16:30,18:30,,D,2
MQ01,TD,Mardi,16:30,18:30,,D,3
MQ01,TD,Jeudi,10:15,12:15,,D,4
MQ01,TD,Vendredi,10:15,12:15,,D,5
MQ01,TP,Lundi,13:00,16:00,A,T,1
MQ01,TP,Lundi,13:00,16:00,B,T,1
MQ01,TP,Mercredi,08:00,11:00,A,T,2
MQ01,TP,Mercredi,08:00,11:00,B,T,2
MQ01,TP,Mercredi,13:00,16:00,A,T,3
MQ01,TP,Mercredi,13:00,16:00,B,T,3
MQ01,TP,Jeudi,13:00,16:00,,T,4
MQ01,TP,Vendredi,13:00,16:00,A,T,5
MQ01,TP,Vendredi,13:00,16:00,B,T,5
MQ01,TP,Jeudi,13:00,16:00,,T,6
MQ03,Cours,Lundi,08:00,10:00,,C,
MQ03,TD,Lundi,10:15,12:15,,D,1
MQ03,TD,Lundi,16:30,18:30,,D,2
MQ03,TD,Mercredi,08:00,10:00,,D,3
MQ03,TD,Mercredi,10:15,12:15,,D,4
MQ03,TD,Vendredi,08:00,10:00,,D,5
MQ03,TD,Vendredi,10:15,12:15,,D,6
MQ03,TP,Mardi,08:00,12:00,B,T,1
MQ03,TP,Mardi,08:00,12:00,A,T,1
MQ03,TP,Mercredi,14:30,18:30,B,T,2
MQ03,TP,Mercredi,14:30,18:30,A,T,2
MQ03,TP,Jeudi,08:00,12:00,A,T,3
MQ03,TP,Jeudi,08:00,12:00,B,T,3
MQ03,TP,Jeudi,14:30,18:30,,T,4
MQ03,TP,Vendredi,14:30,18:30,A,T,5
MQ03,TP,Vendredi,14:30,18:30,B,T,5
MQ06,Cours,Mercredi,14:15,16:15,,C,
MQ06,TD,Mardi,16:30,18:30,,D,1
MQ06,TD,Jeudi,08:00,10:00,,D,2
MQ06,TP,Mardi,08:00,10:00,,T,1
MQ06,TP,Jeudi,16:30,18:30,A,T,2
MQ06,TP,Jeudi,16:30,18:30,B,T,2
MQ12,Cours,Vendredi,10:15,12:15,,C,
MQ12,TD,Mercredi,16:30,18:30,,D,
MQ13,Cours,Lundi,10:15,12:15,,C,
MQ13,TD,Lundi,08:30,10:00,,D,
MQ13,TP,Mardi,14:30,18:30,,T,1
MQ13,TP,Mardi,14:30,18:30,,T,2
MQ16,Cours,Vendredi,08:00,10:00,,C,
MQ16,TD,Vendredi,10:15,12:15,,D,
MQ16,TP,Jeudi,08:00,10:00,,T,
MQ17,Cours,Vendredi,14:15,16:15,,C,
MQ17,TD,Mardi,08:00,10:00,,D,1
MQ17,TD,Mardi,10:15,12:15,,D,2
MQ17,TD,Jeudi,14:15,16:15,,D,3
MQ17,TD,Vendredi,08:00,10:00,,D,4
MQ17,TD,Vendredi,10:15,12:15,,D,5
MQ17,TD,Vendredi,16:30,18:30,,D,6
MQ17,TP,Lundi,08:00,12:00,B,T,1
MQ17,TP,Lundi,08:00,12:00,A,T,1
MQ17,TP,Lundi,14:30,18:30,A,T,2
MQ17,TP,Lundi,14:30,18:30,B,T,2
MQ17,TP,Mardi,14:30,18:30,B,T,3
MQ17,TP,Mardi,14:30,18:30,A,T,3
MQ17,TP,Mercredi,08:00,12:00,A,T,4
MQ17,TP,Mercredi,08:00,12:00,B,T,4
MQ17,TP,Mercredi,14:30,18:30,A,T,5
MQ17,TP,Mercredi,14:30,18:30,B,T,5
MQ17,TP,Jeudi,08:00,12:00,B,T,6
MQ17,TP,Jeudi,08:00,12:00,A,T,6
MQ17,TP,Vendredi,08:00,12:00,A,T,7
MQ17,TP,Vendredi,08:00,12:00,B,T,7
MQ20,Cours,Vendredi,10:15,12:15,,C,
MQ20,TD,Mardi,10:15,12:15,,D,1
MQ20,TD,Vendredi,14:15,16:15,,D,2
MQ21,Cours,Lundi,14:15,16:15,,C,
MQ21,TD,Lundi,16:30,18:30,,D,
MQ21,TP,Jeudi,14:30,18:30,,T,
MS01,Cours,Lundi,08:00,10:00,,C,
MS01,TD,Mardi,10:15,12:15,,D,1
MS01,TD,Mercredi,08:00,10:00,,D,2
MS01,TD,Vendredi,14:15,16:15,,D,3
MS01,TD,Lundi,10:15,12:15,,D,4
MS01,TP,Jeudi,08:00,12:00,B,T,1
MS01,TP,Jeudi,08:00,12:00,A,T,1
MS01,TP,Jeudi,14:30,18:30,A,T,2
MS01,TP,Jeudi,14:30,18:30,B,T,2
MS01,TP,Vendredi,08:00,12:00,B,T,3
MS01,TP,Vendredi,08:00,12:00,A,T,3
MS01,TP,Lundi,14:30,18:30,,T,4
MS01,TP,Lundi,14:30,18:30,,T,5
MS03,TD,Jeudi,08:00,09:00,,D,
MS03,TP,Jeudi,09:00,12:00,,T,
MT01,Cours,Lundi,08:00,10:00,,C,
MT01,TD,Jeudi,10:15,12:15,,D,
MT02,Cours,Jeudi,10:30,12:00,,C,1
MT02,Cours,Lundi,10:30,12:00,,C,1
MT02,Cours,Lundi,14:30,16:00,,C,2
MT02,Cours,Mardi,10:30,12:00,,C,2
MT02,TD,Lundi,08:00,10:00,,D,1
MT02,TD,Jeudi,08:00,10:00,,D,10
MT02,TD,Jeudi,14:15,16:15,,D,11
MT02,TD,Jeudi,16:30,18:30,,D,12
MT02,TD,Vendredi,08:00,10:00,,D,13
MT02,TD,Vendredi,14:15,16:15,,D,14
MT02,TD,Jeudi,08:00,10:00,,D,15
MT02,TD,Lundi,16:30,18:30,,D,2
MT02,TD,Mardi,08:00,10:00,,D,3
MT02,TD,Mardi,14:15,16:15,,D,4
MT02,TD,Mardi,16:30,18:30,,D,5
MT02,TD,Mercredi,08:00,10:00,,D,6
MT02,TD,Mercredi,10:15,12:15,,D,7
MT02,TD,Mercredi,14:15,16:15,,D,8
MT02,TD,Mercredi,16:30,18:30,,D,9
MT02,TD,Lundi,13:00,14:00,,T,1
MT02,TD,Jeudi,13:00,14:00,,T,10
MT02,TD,Jeudi,13:00,14:00,,T,11
MT02,TD,Jeudi,13:00,14:00,,T,12
MT02,TD,Vendredi,13:00,14:00,,T,13
MT02,TD,Vendredi,13:00,14:00,,T,14
MT02,TD,Mardi,13:00,14:00,,T,15
MT02,TD,Lundi,13:00,14:00,,T,2
MT02,TD,Lundi,13:00,14:00,,T,3
MT02,TD,Lundi,13:00,14:00,,T,4
MT02,TD,Mardi,13:00,14:00,,T,5
MT02,TD,Mardi,13:00,14:00,,T,6
MT02,TD,Mercredi,13:00,14:00,,T,7
MT02,TD,Mercredi,13:00,14:00,,T,8
MT02,TD,Mercredi,13:00,14:00,,T,9
MT03,Cours,Lundi,16:45,18:15,,C,1
MT03,Cours,Mercredi,10:30,12:00,,C,2
MT03,TD,Lundi,08:30,10:00,,D,1
MT03,TD,Mercredi,14:30,16:00,,D,10
MT03,TD,Mercredi,14:30,16:00,,D,11
MT03,TD,Mercredi,16:30,18:00,,D,12
MT03,TD,Mercredi,16:30,18:00,,D,13
MT03,TD,Jeudi,08:30,10:00,,D,14
MT03,TD,Jeudi,10:30,12:00,,D,15
MT03,TD,Jeudi,14:30,16:00,,D,16
MT03,TD,Jeudi,16:30,18:00,,D,17
MT03,TD,Vendredi,08:30,10:00,,D,18
MT03,TD,Vendredi,14:15,15:45,,D,19
MT03,TD,Lundi,08:30,10:00,,D,2
MT03,TD,Lundi,10:30,12:00,,D,3
MT03,TD,Lundi,14:30,16:00,,D,4
MT03,TD,Mardi,08:30,10:00,,D,5
MT03,TD,Mardi,10:30,12:00,,D,6
MT03,TD,Mardi,14:30,16:00,,D,7
MT03,TD,Mardi,16:30,18:00,,D,8
MT03,TD,Mercredi,08:30,10:00,,D,9
MT11,TD,Lundi,08:00,10:00,,D,1
MT11,TD,Mercredi,14:15,16:15,,D,1
MT11,TD,Lundi,10:15,12:15,,D,2
MT11,TD,Mercredi,08:00,10:00,,D,2
MT11,TD,Lundi,16:30,18:30,,D,3
MT11,TD,Mercredi,10:15,12:15,,D,3
MT12,Cours,Jeudi,10:15,12:15,,C,
MT12,TD,Lundi,10:15,12:15,,D,1
MT12,TD,Mardi,16:30,18:30,,D,2
MT12,TP,Mercredi,14:15,16:15,B,T,1
MT12,TP,Mercredi,14:15,16:15,A,T,1
MT12,TP,Vendredi,10:15,12:15,B,T,2
MT12,TP,Vendredi,10:15,12:15,A,T,2
MT22,Cours,Jeudi,10:15,12:15,,C,
MT22,TD,Lundi,10:15,12:15,,D,1
MT22,TD,Lundi,14:15,16:15,,D,2
MT22,TD,Jeudi,16:30,18:30,,D,3
MT22,TD,Vendredi,10:15,12:15,,D,4
MT23,Cours,Mercredi,10:15,12:15,,C,1
MT23,Cours,Jeudi,10:15,12:15,,C,2
MT23,TD,Lundi,10:15,12:15,,D,1
MT23,TD,Vendredi,08:00,10:00,,D,10
MT23,TD,Vendredi,10:15,12:15,,D,11
MT23,TD,Vendredi,14:15,16:15,,D,12
MT23,TD,Lundi,14:15,16:15,,D,2
MT23,TD,Mardi,08:00,10:00,,D,3
MT23,TD,Mardi,10:15,12:15,,D,4
MT23,TD,Mardi,16:30,18:30,,D,5
MT23,TD,Mercredi,08:00,10:00,,D,6
MT23,TD,Jeudi,08:00,10:00,,D,7
MT23,TD,Jeudi,14:15,16:15,,D,8
MT23,TD,Jeudi,16:30,18:30,,D,9
MT31,Cours,Lundi,08:00,10:00,,C,
MT31,TD,Lundi,10:15,12:15,,D,
MT33,Cours,Mardi,10:15,12:15,,C,
MT33,TD,Lundi,16:30,18:30,,D,
MT33,TP,Jeudi,08:00,10:00,A,T,
MT33,TP,Jeudi,08:00,10:00,B,T,
MT36,Cours,Jeudi,10:15,12:15,,C,
MT36,TD,Vendredi,16:30,18:30,,D,
MTX2,Cours,Jeudi,10:30,12:00,,C,1
MTX2,Cours,Lundi,10:30,12:00,,C,1
MTX2,Cours,Lundi,14:30,16:00,,C,2
MTX2,Cours,Mardi,10:30,12:00,,C,2
MTX2,TD,Mardi,08:00,10:00,,D,
MTX2,TD,Mercredi,14:15,16:15,,T,
MU01,TD,Vendredi,10:15,12:15,,D,
MU03,TD,Jeudi,10:15,12:15,,D,
NF02,Cours,Lundi,16:30,18:00,,C,
NF02,TD,Mercredi,08:00,10:00,,D,1
NF02,TD,Jeudi,16:30,18:30,,D,2
NF02,TP,Mercredi,10:15,12:15,A,T,1
NF02,TP,Mercredi,10:15,12:15,B,T,1
NF02,TP,Vendredi,08:00,10:00,A,T,2
NF02,TP,Vendredi,08:00,10:00,B,T,2
NF04,Cours,Mercredi,10:15,12:15,,C,
NF04,TD,Lundi,16:30,18:30,,D,1
NF04,TD,Jeudi,10:15,12:15,,D,2
NF04,TD,Jeudi,14:15,16:15,,D,3
NF05,TD,Lundi,08:00,12:00,,D,1
NF05,TD,Vendredi,14:30,18:30,,D,10
NF05,TD,Lundi,14:15,18:15,,D,2
NF05,TD,Mardi,08:00,12:00,,D,3
NF05,TD,Mardi,14:15,18:15,,D,4
NF05,TD,Mercredi,08:00,12:00,,D,5
NF05,TD,Mercredi,14:15,18:15,,D,6
NF05,TD,Jeudi,08:00,12:00,,D,7
NF05,TD,Jeudi,14:15,18:15,,D,8
NF05,TD,Vendredi,08:00,12:00,,D,9
NF16,Cours,Lundi,16:30,18:30,,C,
NF16,TD,Mercredi,08:00,10:00,,D,1
NF16,TD,Mercredi,16:30,18:30,,D,2
NF16,TD,Jeudi,10:15,12:15,,D,3
NF16,TD,Jeudi,08:00,10:00,,D,4
NF16,TP,Mardi,08:00,10:00,B,T,1
NF16,TP,Mardi,08:00,10:00,A,T,1
NF16,TP,Mardi,10:15,12:15,A,T,2
NF16,TP,Mardi,10:15,12:15,B,T,2
NF16,TP,Vendredi,08:00,10:00,A,T,3
NF16,TP,Vendredi,08:00,10:00,B,T,3
NF16,TP,Vendredi,10:15,12:15,,T,4
NF16,TP,Vendredi,10:15,12:15,,T,5
NF18,Cours,Jeudi,08:00,10:00,,C,
NF18,TD,Lundi,10:15,13:15,,D,1
NF18,TD,Lundi,13:15,16:15,,D,2
NF18,TD,Mercredi,10:15,13:15,,D,3
NF22,Cours,Vendredi,08:30,10:00,,C,
NF22,TD,Lundi,08:00,10:00,,D,1
NF22,TD,Mardi,10:15,12:15,,D,2
NF22,TD,Mardi,14:15,16:15,,D,3
NF22,TD,Jeudi,08:00,10:00,,D,4
NF22,TD,Jeudi,14:15,16:15,,D,5
NF22,TD,Vendredi,10:15,12:15,,D,6
NF22,TP,Lundi,10:15,12:15,,T,1
NF22,TP,Mardi,08:00,10:00,,T,2
NF22,TP,Mardi,16:30,18:30,,T,3
NF22,TP,Mercredi,08:00,10:00,,T,4
NF22,TP,Mercredi,16:30,18:30,,T,5
NF22,TP,Vendredi,14:15,16:15,,T,6
NF23,TD,Lundi,08:00,12:00,,D,
NF92,Cours,Mercredi,16:30,18:30,,C,
NF92,TD,Mercredi,08:00,10:00,,D,1
NF92,TD,Jeudi,08:00,10:00,,D,2
NF92,TD,Vendredi,08:00,10:00,,D,3
NF92,TP,Mercredi,10:15,12:15,B,T,1
NF92,TP,Mercredi,10:15,12:15,A,T,1
NF92,TP,Jeudi,10:15,12:15,A,T,2
NF92,TP,Jeudi,10:15,12:15,B,T,2
NF92,TP,Vendredi,10:15,12:15,B,T,3
NF92,TP,Vendredi,10:15,12:15,A,T,3
NF93,Cours,Lundi,08:00,10:00,,C,
NF93,TD,Mercredi,08:00,10:00,,D,1
NF93,TD,Jeudi,08:00,10:00,,D,2
NF93,TD,Jeudi,10:15,12:15,,D,3
NF93,TD,Vendredi,10:15,12:15,,D,4
PH01,Cours,Mardi,09:00,10:00,,C,
PH01,TD,Mardi,10:15,12:15,,D,
PH03,Cours,Mardi,10:15,12:15,,C,
PH03,TD,Mardi,13:00,14:00,,D,1
PH03,TD,Mardi,14:15,15:15,,D,2
PH04,Cours,Mardi,10:15,12:15,,C,
PH04,TD,Mardi,14:15,15:15,,D,1
PH04,TD,Mardi,15:15,16:15,,D,2
PH09,Cours,Lundi,14:15,16:15,,C,
PH09,TD,Lundi,13:00,14:00,,D,1
PH09,TD,Lundi,16:30,17:30,,D,2
PH11,Cours,Mercredi,09:00,10:00,,C,
PH11,TD,Mercredi,10:15,12:15,,D,
PS04,Cours,Mercredi,08:00,10:00,,C,
PS04,TD,Mardi,08:00,10:00,,D,
PS04,TP,Lundi,14:30,18:30,B,T,
PS04,TP,Lundi,14:30,18:30,A,T,
PS12,Cours,Lundi,14:15,16:15,,C,
PS12,TD,Lundi,16:30,18:30,,D,
PS13,Cours,Mardi,08:00,10:00,,C,
PS13,TD,Vendredi,13:00,16:00,,D,
PS15,Cours,Mercredi,10:15,12:15,,C,
PS15,TD,Jeudi,08:00,10:00,,D,1
PS15,TD,Jeudi,10:15,12:15,,D,2
PS15,TD,Jeudi,14:15,16:15,,D,3
PS15,TD,Vendredi,10:15,12:15,,D,4
PS21,Cours,Vendredi,14:30,16:00,,C,
PS21,TD,Lundi,08:00,11:00,,D,1
PS21,TD,Lundi,13:15,16:15,,D,2
PS21,TD,Lundi,16:30,19:30,,D,3
PS21,TD,Mardi,08:00,11:00,,D,4
PS21,TD,Mercredi,13:15,16:15,,D,5
PS21,TD,Mercredi,16:30,19:30,,D,6
PS21,TD,Jeudi,08:00,11:00,,D,7
PS21,TD,Jeudi,16:30,19:30,,D,8
PS22,Cours,Lundi,10:15,12:15,,C,
PS22,TD,Mardi,10:15,12:15,,D,1
PS22,TD,Mercredi,08:00,10:00,,D,2
PS22,TD,Mercredi,10:15,12:15,,D,3
PS22,TD,Jeudi,14:15,16:15,,D,4
PS22,TD,Vendredi,08:00,10:00,,D,5
PS23,Cours,Lundi,08:00,10:00,,C,
PS23,TD,Mardi,14:15,16:15,,D,
PS90,Cours,Mardi,16:30,18:30,,C,
PS93,Cours,Mardi,14:15,16:15,,C,
PS93,TD,Lundi,08:00,11:00,,D,1
PS93,TD,Lundi,16:30,19:30,,D,2
PS93,TD,Mercredi,16:30,19:30,,D,3
PS93,TD,Vendredi,08:00,11:00,,D,4
PS93,TP,Mercredi,08:00,11:00,,T,1
PS93,TP,Mercredi,08:00,11:00,,T,2
PS93,TP,Mercredi,13:00,16:00,,T,3
PS93,TP,Mercredi,13:00,16:00,,T,4
PS93,TP,Jeudi,08:00,11:00,,T,5
PS93,TP,Jeudi,08:00,11:00,,T,6
PS93,TP,Jeudi,13:15,16:15,,T,7
PS93,TP,Jeudi,13:15,16:15,,T,8
PS93,TP,Lundi,13:00,16:00,,T,9
RO05,Cours,Jeudi,08:00,10:00,,C,
RO05,TD,Jeudi,10:15,12:15,,D,
RO06,Cours,Lundi,08:00,10:00,,C,
RO06,TD,Lundi,10:15,12:15,,D,
RV01,Cours,Jeudi,10:15,12:15,,C,
RV01,TD,Vendredi,14:15,16:15,,D,
SA12,TD,Jeudi,13:15,16:15,,D,1
SA12,TD,Jeudi,16:30,19:30,,D,2
SC11,Cours,Lundi,13:00,14:00,,C,
SC11,TD,Lundi,14:15,16:15,,D,
SC12,Cours,Mercredi,14:15,16:15,,C,
SC12,TD,Mercredi,16:30,17:30,,D,1
SC12,TD,Mercredi,17:30,18:30,,D,2
SC21,Cours,Mardi,14:15,16:15,,C,
SC21,TD,Mardi,16:30,17:30,,D,1
SC21,TD,Mardi,17:30,18:30,,D,2
SC22,Cours,Mardi,13:00,14:00,,C,
SC22,TD,Mardi,14:15,16:15,,D,
SC23,Cours,Mardi,13:00,14:00,,C,
SC23,TD,Mardi,14:15,16:15,,D,
SC25,Cours,Mardi,13:00,14:00,,C,
SC25,TD,Mardi,14:15,16:15,,D,1
SC25,TD,Mardi,16:30,18:30,,D,2
SC27,Cours,Mardi,13:00,14:00,,C,
SC27,TD,Mardi,14:15,16:15,,D,
SF01,TD,Mardi,14:30,16:00,,D,1
SF01,TD,Mardi,16:30,18:00,,D,2
SF02,TD,Mardi,14:30,16:00,,D,1
SF02,TD,Mardi,16:30,18:00,,D,2
SH01,Cours,Vendredi,13:00,14:00,,C,
SH01,TD,Vendredi,14:15,16:15,,D,1
SH01,TD,Vendredi,16:30,18:30,,D,2
SH03,Cours,Vendredi,13:00,14:00,,C,
SH03,TD,Vendredi,08:00,10:00,,D,
SH06,Cours,Mercredi,09:00,10:00,,C,
SH06,TD,Mercredi,10:15,12:15,,D,
SH07,Cours,Mercredi,10:15,11:15,,C,
SH07,TD,Mercredi,11:15,13:15,,D,1
SH07,TD,Mercredi,14:15,16:15,,D,2
SH10,Cours,Vendredi,13:00,14:00,,C,
SH10,TD,Vendredi,14:15,16:15,,D,1
SH10,TD,Vendredi,16:30,18:30,,D,2
SH26,Cours,Mercredi,10:15,11:15,,C,
SH26,TD,Mercredi,11:15,13:15,,D,
SH30,Cours,Vendredi,13:00,14:00,,C,
SH30,TD,Vendredi,14:15,16:15,,D,1
SH30,TD,Vendredi,16:30,18:30,,D,2
SH40,Cours,Vendredi,14:15,15:15,,C,
SH40,TD,Vendredi,15:15,17:15,,D,
SI02,Cours,Vendredi,09:00,10:00,,C,
SI02,TD,Vendredi,10:15,12:15,,D,1
SI02,TD,Vendredi,14:15,16:15,,D,2
SI02,TD,Vendredi,16:30,18:30,,D,3
SI11,TD,Lundi,10:15,13:15,,D,1
SI11,TD,Lundi,10:15,13:15,,D,2
SI11,TD,Lundi,13:15,16:15,,D,3
SI11,TD,Lundi,13:15,16:15,,D,4
SI11,TD,Mardi,13:15,16:15,,D,5
SI11,TD,Mardi,16:30,19:30,,D,6
SI20,Cours,Mercredi,13:00,14:00,,C,
SI20,TD,Mercredi,14:15,16:15,,D,1
SI20,TD,Mercredi,16:30,18:30,,D,2
SI24,Cours,Vendredi,09:00,10:00,,C,
SI24,TD,Lundi,14:15,16:15,,D,1
SI24,TD,Vendredi,10:15,12:15,,D,2
SO04,Cours,Lundi,13:00,14:00,,C,
SO04,TD,Lundi,10:15,12:15,,D,1
SO04,TD,Lundi,14:15,16:15,,D,2
SO05,Cours,Mardi,13:00,14:00,,C,
SO05,TD,Mardi,14:15,16:15,,D,1
SO05,TD,Mardi,16:30,18:30,,D,2
SO08,Cours,Mardi,13:00,14:00,,C,
SO08,TD,Mardi,14:15,16:15,,D,1
SO08,TD,Mardi,16:30,18:30,,D,2
SP01,Cours,Mardi,10:15,12:15,,C,
SP01,TD,Lundi,14:15,16:15,,D,1
SP01,TD,Mardi,14:15,16:15,,D,2
SP22,Cours,Lundi,10:15,12:15,,C,
SP22,TD,Lundi,14:15,16:15,,D,1
SP22,TD,Lundi,16:30,18:30,,D,2
SR01,Cours,Lundi,14:15,16:15,,C,
SR01,TD,Lundi,16:30,18:30,,D,1
SR01,TD,Mardi,16:30,18:30,,D,2
SR01,TD,Mercredi,08:00,10:00,,D,3
SR01,TD,Vendredi,10:15,12:15,,D,4
SR01,TD,Mercredi,10:15,12:15,,D,5
SR04,Cours,Lundi,16:30,19:30,,C,
SR04,TD,Jeudi,14:15,16:15,,D,1
SR04,TD,Jeudi,16:30,18:30,,D,2
SR07,Cours,Vendredi,10:15,12:15,,C,
SR07,TD,Vendredi,16:30,19:30,,D,
SR08,Cours,Jeudi,08:00,10:00,,C,
SR08,TD,Samedi,08:00,11:00,,D,
SU01,Cours,Mardi,08:00,10:00,,C,
SU01,TD,Mardi,10:15,12:15,,D,1
SU01,TD,Mardi,14:15,16:15,,D,2
SU01,TD,Mardi,16:30,18:30,,D,3
SV01,Cours,Mercredi,14:15,16:15,,C,
SV01,TD,Mardi,14:15,16:15,,D,1
SV01,TD,Mercredi,10:15,12:15,,D,2
SV01,TD,Mercredi,16:30,18:30,,D,3
SV01,TP,Lundi,14:15,18:15,A,T,1
SV01,TP,Lundi,14:15,18:15,B,T,1
SV01,TP,Mardi,08:00,12:00,A,T,2
SV01,TP,Mardi,08:00,12:00,B,T,2
SV01,TP,Jeudi,14:15,18:15,B,T,3
SV01,TP,Jeudi,14:15,18:15,A,T,3
SY01,Cours,Mardi,10:15,12:15,,C,
